market_id,market_label,body_id,body_name,resource,supply,demand,price,base_price
48699,"Huhaidar",15124,"Huhaidar",Spices,0,0,3.48302,3.48302
48699,"Huhaidar",15124,"Huhaidar",Coffee,0,0,5.13398,5.13398
48699,"Huhaidar",15124,"Huhaidar",Steel,0,8.75,62.2372,8
48699,"Huhaidar",15124,"Huhaidar",Refined Fuel,0,0,9.99989,10
48699,"Huhaidar",15124,"Huhaidar",Food Rations,2.4,17.5833,16.2406,6
48699,"Huhaidar",15124,"Huhaidar",Charcoal,2.35803,10.6638,8.50603,4
48699,"Huhaidar",15124,"Huhaidar",Iron Blooms,0,0,9,9
48699,"Huhaidar",15124,"Huhaidar",Trade Goods,0,0,8,8
48699,"Huhaidar",15124,"Huhaidar",Silicon,0,0,5,5
48699,"Huhaidar",15124,"Huhaidar",Refined Copper,0,0,7.5,7.5
48699,"Huhaidar",15124,"Huhaidar",REE Alloy,0,0,16,16
48699,"Huhaidar",15124,"Huhaidar",Machinery,0,0,22,22
48699,"Huhaidar",15124,"Huhaidar",Alloys,0,0,34,34
48699,"Huhaidar",15124,"Huhaidar",Electronics,0,0,29,29
48699,"Huhaidar",15124,"Huhaidar",Spacecraft Components,0,0,140,140
48699,"Huhaidar",15124,"Huhaidar",Clean Water,0,0,3,3
48699,"Huhaidar",15124,"Huhaidar",Consumer Goods,0,0,12,12
48699,"Huhaidar",15124,"Huhaidar",Medical Supplies,0,0,14,14
48699,"Huhaidar",15124,"Huhaidar",Ordnance,0,0,43,43
48699,"Huhaidar",15124,"Huhaidar",Ceramics,0,3.9,33.9995,3.4
48699,"Huhaidar",15124,"Huhaidar",Dressed Stone,0,2.925,28.9996,2.9
48699,"Huhaidar",15124,"Huhaidar",Planks,0,4.875,42.9994,4.3
48699,"Huhaidar",15124,"Huhaidar",Tools,0,0,25.5,25.5
48699,"Huhaidar",15124,"Huhaidar",Hides,0,0,2.76041,2.71309
48699,"Huhaidar",15124,"Huhaidar",Fibre,0,0,1.3,1.3
48699,"Huhaidar",15124,"Huhaidar",Leather,0,2.925,71.999,7.2
48699,"Huhaidar",15124,"Huhaidar",Cloth,0,4.875,36.9995,3.7
48699,"Huhaidar",15124,"Huhaidar",Rigging,0,0,14.5,14.5
48700,"Reime",15124,"Huhaidar",Iron Ore,71.8389,0,0.625029,2.5
48700,"Reime",15124,"Huhaidar",Coal,0,0,2,2
48700,"Reime",15124,"Huhaidar",Petroleum,0,0,3.49972,3.5
48700,"Reime",15124,"Huhaidar",Silica,12.9789,0,0.500023,2
48700,"Reime",15124,"Huhaidar",Copper Ore,13.6839,0,0.750034,3
48700,"Reime",15124,"Huhaidar",Rare Earth Ore,2.72319,0,1.50007,6
48700,"Reime",15124,"Huhaidar",Agricultural Produce,12.0611,15.503,3.33896,3
48700,"Reime",15124,"Huhaidar",Water,0,6.84,14.9996,1.5
48700,"Reime",15124,"Huhaidar",Iron-Nickel Ore,0,0,3,3
48700,"Reime",15124,"Huhaidar",Platinum Group,0,0,40,40
48700,"Reime",15124,"Huhaidar",Regolith,0,0,0.6,0.6
48700,"Reime",15124,"Huhaidar",Stone,9.30235,5.8,0.729523,1
48700,"Reime",15124,"Huhaidar",Timber,9.59056,34.3506,2.58981,1.5
48700,"Reime",15124,"Huhaidar",Sand,0,0,1,1
48700,"Reime",15124,"Huhaidar",Clay,2.57539,2.4,1.16035,1.2
48700,"Reime",15124,"Huhaidar",Peat,0.0275762,0,0.300055,1.2
48700,"Reime",15124,"Huhaidar",Tobacco,0,0,7.89506,7.89506
48700,"Reime",15124,"Huhaidar",Spices,0,0,7.8272,7.8272
48700,"Reime",15124,"Huhaidar",Coffee,0,0,4.1394,4.1394
48700,"Reime",15124,"Huhaidar",Steel,0,10,79.9889,8
48700,"Reime",15124,"Huhaidar",Refined Fuel,0,0,9.99828,10
48700,"Reime",15124,"Huhaidar",Food Rations,2,17.7515,18.6939,6
48700,"Reime",15124,"Huhaidar",Charcoal,0.8,8.75553,13.2325,4
48700,"Reime",15124,"Huhaidar",Iron Blooms,0,0,9,9
48700,"Reime",15124,"Huhaidar",Trade Goods,0,0,8,8
48700,"Reime",15124,"Huhaidar",Silicon,0,0,5,5
48700,"Reime",15124,"Huhaidar",Refined Copper,0,0,7.5,7.5
48700,"Reime",15124,"Huhaidar",REE Alloy,0,0,16,16
48700,"Reime",15124,"Huhaidar",Machinery,0,0,22,22
48700,"Reime",15124,"Huhaidar",Alloys,0,0,34,34
48700,"Reime",15124,"Huhaidar",Electronics,0,0,29,29
48700,"Reime",15124,"Huhaidar",Spacecraft Components,0,0,140,140
48700,"Reime",15124,"Huhaidar",Clean Water,0,0,3,3
48700,"Reime",15124,"Huhaidar",Consumer Goods,0,0,12,12
48700,"Reime",15124,"Huhaidar",Medical Supplies,0,0,14,14
48700,"Reime",15124,"Huhaidar",Ordnance,0,0,43,43
48700,"Reime",15124,"Huhaidar",Ceramics,1.2,7.35856,8.41955,3.4
48700,"Reime",15124,"Huhaidar",Dressed Stone,2.4,7.30398,5.05913,2.9
48700,"Reime",15124,"Huhaidar",Planks,0,5.7,42.9994,4.3
48700,"Reime",15124,"Huhaidar",Tools,0,0,25.5,25.5
48700,"Reime",15124,"Huhaidar",Hides,0,0,6.01232,6.01232
48700,"Reime",15124,"Huhaidar",Fibre,1.91509,0,0.325015,1.3
48700,"Reime",15124,"Huhaidar",Leather,0,3.42,71.999,7.2
48700,"Reime",15124,"Huhaidar",Cloth,4,12.173,6.45481,3.7
48700,"Reime",15124,"Huhaidar",Rigging,0,0,14.5,14.5
48701,"Sus Khaisnu",15124,"Huhaidar",Iron Ore,0.60499,0,0.625029,2.5
48701,"Sus Khaisnu",15124,"Huhaidar",Coal,0.459168,0,0.500023,2
48701,"Sus Khaisnu",15124,"Huhaidar",Petroleum,3.33892,0,0.87504,3.5
48701,"Sus Khaisnu",15124,"Huhaidar",Silica,1.00329,0,0.500023,2
48701,"Sus Khaisnu",15124,"Huhaidar",Copper Ore,0,0,3,3
48701,"Sus Khaisnu",15124,"Huhaidar",Rare Earth Ore,0,0,6,6
48701,"Sus Khaisnu",15124,"Huhaidar",Agricultural Produce,0,1.8,29.9991,3
48701,"Sus Khaisnu",15124,"Huhaidar",Water,0,2.7,14.9996,1.5
48701,"Sus Khaisnu",15124,"Huhaidar",Iron-Nickel Ore,0,0,3,3
48701,"Sus Khaisnu",15124,"Huhaidar",Platinum Group,0,0,40,40
48701,"Sus Khaisnu",15124,"Huhaidar",Regolith,0,0,0.6,0.6
48701,"Sus Khaisnu",15124,"Huhaidar",Stone,0,1,9.39305,1
48701,"Sus Khaisnu",15124,"Huhaidar",Timber,0,7.83333,14.9998,1.5
48701,"Sus Khaisnu",15124,"Huhaidar",Sand,0,2.66667,9.99772,1
48701,"Sus Khaisnu",15124,"Huhaidar",Clay,0,0,1.2,1.2
48701,"Sus Khaisnu",15124,"Huhaidar",Peat,0,0,1.08794,1.2
48701,"Sus Khaisnu",15124,"Huhaidar",Tobacco,0,0,6.24344,6.24344
48701,"Sus Khaisnu",15124,"Huhaidar",Spices,0,0,6.07692,6.07692
48701,"Sus Khaisnu",15124,"Huhaidar",Coffee,0,0,6.00612,6.00612
48701,"Sus Khaisnu",15124,"Huhaidar",Steel,0,10,79.7538,8
48701,"Sus Khaisnu",15124,"Huhaidar",Refined Fuel,0,0,9.99828,10
48701,"Sus Khaisnu",15124,"Huhaidar",Food Rations,0,5.4,59.9983,6
48701,"Sus Khaisnu",15124,"Huhaidar",Charcoal,0,2.7,39.9995,4
48701,"Sus Khaisnu",15124,"Huhaidar",Iron Blooms,0,0,9,9
48701,"Sus Khaisnu",15124,"Huhaidar",Trade Goods,0,0,8,8
48701,"Sus Khaisnu",15124,"Huhaidar",Silicon,0,0,5,5
48701,"Sus Khaisnu",15124,"Huhaidar",Refined Copper,0,0,7.5,7.5
48701,"Sus Khaisnu",15124,"Huhaidar",REE Alloy,0,0,16,16
48701,"Sus Khaisnu",15124,"Huhaidar",Machinery,0,0,22,22
48701,"Sus Khaisnu",15124,"Huhaidar",Alloys,0,0,34,34
48701,"Sus Khaisnu",15124,"Huhaidar",Electronics,0,0,29,29
48701,"Sus Khaisnu",15124,"Huhaidar",Spacecraft Components,0,0,140,140
48701,"Sus Khaisnu",15124,"Huhaidar",Clean Water,0,0,3,3
48701,"Sus Khaisnu",15124,"Huhaidar",Consumer Goods,0,0,12,12
48701,"Sus Khaisnu",15124,"Huhaidar",Medical Supplies,0,0,14,14
48701,"Sus Khaisnu",15124,"Huhaidar",Ordnance,0,0,43,43
48701,"Sus Khaisnu",15124,"Huhaidar",Ceramics,0,1.8,33.9995,3.4
48701,"Sus Khaisnu",15124,"Huhaidar",Dressed Stone,0,1.35,28.9996,2.9
48701,"Sus Khaisnu",15124,"Huhaidar",Planks,0,2.25,42.9994,4.3
48701,"Sus Khaisnu",15124,"Huhaidar",Tools,0,0,25.5,25.5
48701,"Sus Khaisnu",15124,"Huhaidar",Hides,0,0,4.52049,4.51987
48701,"Sus Khaisnu",15124,"Huhaidar",Fibre,0,0,1.3,1.3
48701,"Sus Khaisnu",15124,"Huhaidar",Leather,0,1.35,71.999,7.2
48701,"Sus Khaisnu",15124,"Huhaidar",Cloth,0,2.25,36.9995,3.7
48701,"Sus Khaisnu",15124,"Huhaidar",Rigging,0,0,14.5,14.5
48702,"Kua Suakhe",15124,"Huhaidar",Iron Ore,22.5065,0,0.625029,2.5
48702,"Kua Suakhe",15124,"Huhaidar",Coal,0,0,2,2
48702,"Kua Suakhe",15124,"Huhaidar",Petroleum,0,0,3.49996,3.5
48702,"Kua Suakhe",15124,"Huhaidar",Silica,3.41173,0,0.500023,2
48702,"Kua Suakhe",15124,"Huhaidar",Copper Ore,2.87817,0,0.750034,3
48702,"Kua Suakhe",15124,"Huhaidar",Rare Earth Ore,0,0,6,6
48702,"Kua Suakhe",15124,"Huhaidar",Agricultural Produce,0,2.46,29.9991,3
48702,"Kua Suakhe",15124,"Huhaidar",Water,0,3.69,14.9996,1.5
48702,"Kua Suakhe",15124,"Huhaidar",Iron-Nickel Ore,0,0,3,3
48702,"Kua Suakhe",15124,"Huhaidar",Platinum Group,0,0,40,40
48702,"Kua Suakhe",15124,"Huhaidar",Regolith,0,0,0.6,0.6
48702,"Kua Suakhe",15124,"Huhaidar",Stone,1.79801,0,0.250011,1
48702,"Kua Suakhe",15124,"Huhaidar",Timber,0,6.15,14.9998,1.5
48702,"Kua Suakhe",15124,"Huhaidar",Sand,0,0,1,1
48702,"Kua Suakhe",15124,"Huhaidar",Clay,0,0,1.2,1.2
48702,"Kua Suakhe",15124,"Huhaidar",Peat,0,0,0.75011,1.2
48702,"Kua Suakhe",15124,"Huhaidar",Tobacco,0,0,7.55506,7.55506
48702,"Kua Suakhe",15124,"Huhaidar",Spices,0,0,7.10884,7.10884
48702,"Kua Suakhe",15124,"Huhaidar",Coffee,0,0,4.4276,4.4276
48702,"Kua Suakhe",15124,"Huhaidar",Steel,0,0,8.14932,8
48702,"Kua Suakhe",15124,"Huhaidar",Refined Fuel,0,0,9.99989,10
48702,"Kua Suakhe",15124,"Huhaidar",Food Rations,0,7.38,59.9983,6
48702,"Kua Suakhe",15124,"Huhaidar",Charcoal,0,3.69,39.9995,4
48702,"Kua Suakhe",15124,"Huhaidar",Iron Blooms,0,0,9,9
48702,"Kua Suakhe",15124,"Huhaidar",Trade Goods,0,0,8,8
48702,"Kua Suakhe",15124,"Huhaidar",Silicon,0,0,5,5
48702,"Kua Suakhe",15124,"Huhaidar",Refined Copper,0,0,7.5,7.5
48702,"Kua Suakhe",15124,"Huhaidar",REE Alloy,0,0,16,16
48702,"Kua Suakhe",15124,"Huhaidar",Machinery,0,0,22,22
48702,"Kua Suakhe",15124,"Huhaidar",Alloys,0,0,34,34
48702,"Kua Suakhe",15124,"Huhaidar",Electronics,0,0,29,29
48702,"Kua Suakhe",15124,"Huhaidar",Spacecraft Components,0,0,140,140
48702,"Kua Suakhe",15124,"Huhaidar",Clean Water,0,0,3,3
48702,"Kua Suakhe",15124,"Huhaidar",Consumer Goods,0,0,12,12
48702,"Kua Suakhe",15124,"Huhaidar",Medical Supplies,0,0,14,14
48702,"Kua Suakhe",15124,"Huhaidar",Ordnance,0,0,43,43
48702,"Kua Suakhe",15124,"Huhaidar",Ceramics,0,2.46,33.9995,3.4
48702,"Kua Suakhe",15124,"Huhaidar",Dressed Stone,0,1.845,28.9996,2.9
48702,"Kua Suakhe",15124,"Huhaidar",Planks,0,3.075,42.9994,4.3
48702,"Kua Suakhe",15124,"Huhaidar",Tools,0,0,25.5,25.5
48702,"Kua Suakhe",15124,"Huhaidar",Hides,0,0,8.26815,8.26815
48702,"Kua Suakhe",15124,"Huhaidar",Fibre,0,0,1.3,1.3
48702,"Kua Suakhe",15124,"Huhaidar",Leather,0,1.845,71.999,7.2
48702,"Kua Suakhe",15124,"Huhaidar",Cloth,0,3.075,36.9995,3.7
48702,"Kua Suakhe",15124,"Huhaidar",Rigging,0,0,14.5,14.5
48703,"Huhaidar",15124,"Huhaidar",Iron Ore,36.8551,0,0.625029,2.5
48703,"Huhaidar",15124,"Huhaidar",Coal,0,0,2,2
48703,"Huhaidar",15124,"Huhaidar",Petroleum,0,0,3.17192,3.5
48703,"Huhaidar",15124,"Huhaidar",Silica,6.27061,0,0.500023,2
48703,"Huhaidar",15124,"Huhaidar",Copper Ore,6.00309,0,0.750034,3
48703,"Huhaidar",15124,"Huhaidar",Rare Earth Ore,0,0,6,6
48703,"Huhaidar",15124,"Huhaidar",Agricultural Produce,2.4881,6.24,17.2892,3
48703,"Huhaidar",15124,"Huhaidar",Water,0,9.36001,14.9996,1.5
48703,"Huhaidar",15124,"Huhaidar",Iron-Nickel Ore,0,0,3,3
48703,"Huhaidar",15124,"Huhaidar",Platinum Group,0,0,40,40
48703,"Huhaidar",15124,"Huhaidar",Regolith,0,0,0.6,0.6
48703,"Huhaidar",15124,"Huhaidar",Stone,13.6794,0,0.250011,1
48703,"Huhaidar",15124,"Huhaidar",Timber,3.46271,23.9787,3.94734,1.5
48703,"Huhaidar",15124,"Huhaidar",Sand,0,0,0.906261,1
48703,"Huhaidar",15124,"Huhaidar",Clay,0,0,1.21038,1.2
48703,"Huhaidar",15124,"Huhaidar",Peat,0,0,0.750055,1.2
48703,"Huhaidar",15124,"Huhaidar",Tobacco,0,0,1.61824,1.61824
48703,"Huhaidar",15124,"Huhaidar",Spices,0,0,2.68834,2.68834
48703,"Huhaidar",15124,"Huhaidar",Coffee,0,0,5.19597,5.19597
48703,"Huhaidar",15124,"Huhaidar",Steel,0,0,8.27676,8
48703,"Huhaidar",15124,"Huhaidar",Refined Fuel,0,0,9.99989,10
48703,"Huhaidar",15124,"Huhaidar",Food Rations,0,38.9566,35.406,6
48703,"Huhaidar",15124,"Huhaidar",Charcoal,0,9.36001,39.9995,4
48703,"Huhaidar",15124,"Huhaidar",Iron Blooms,0,0,9,9
48703,"Huhaidar",15124,"Huhaidar",Trade Goods,0,0,8,8
48703,"Huhaidar",15124,"Huhaidar",Silicon,0,0,5,5
48703,"Huhaidar",15124,"Huhaidar",Refined Copper,0,0,7.5,7.5
48703,"Huhaidar",15124,"Huhaidar",REE Alloy,0,0,16,16
48703,"Huhaidar",15124,"Huhaidar",Machinery,0,0,22,22
48703,"Huhaidar",15124,"Huhaidar",Alloys,0,0,34,34
48703,"Huhaidar",15124,"Huhaidar",Electronics,0,0,29,29
48703,"Huhaidar",15124,"Huhaidar",Spacecraft Components,0,0,140,140
48703,"Huhaidar",15124,"Huhaidar",Clean Water,0,0,3,3
48703,"Huhaidar",15124,"Huhaidar",Consumer Goods,0,0,12,12
48703,"Huhaidar",15124,"Huhaidar",Medical Supplies,0,0,14,14
48703,"Huhaidar",15124,"Huhaidar",Ordnance,0,0,43,43
48703,"Huhaidar",15124,"Huhaidar",Ceramics,0,6.24,33.9995,3.4
48703,"Huhaidar",15124,"Huhaidar",Dressed Stone,0,4.68,28.9996,2.9
48703,"Huhaidar",15124,"Huhaidar",Planks,0,7.79999,42.9932,4.3
48703,"Huhaidar",15124,"Huhaidar",Tools,0,0,25.5,25.5
48703,"Huhaidar",15124,"Huhaidar",Hides,0,0,2.54877,2.50508
48703,"Huhaidar",15124,"Huhaidar",Fibre,35.2955,4.8,0.479512,1.3
48703,"Huhaidar",15124,"Huhaidar",Leather,0,4.68,71.999,7.2
48703,"Huhaidar",15124,"Huhaidar",Cloth,2.4,13.1621,8.66483,3.7
48703,"Huhaidar",15124,"Huhaidar",Rigging,0,0,14.5,14.5
48704,"Sheshomkhe",15124,"Huhaidar",Iron Ore,5.81235,0,0.625086,2.5
48704,"Sheshomkhe",15124,"Huhaidar",Coal,0,0,2,2
48704,"Sheshomkhe",15124,"Huhaidar",Petroleum,0,0,3.49996,3.5
48704,"Sheshomkhe",15124,"Huhaidar",Silica,0,0,2,2
48704,"Sheshomkhe",15124,"Huhaidar",Copper Ore,0,0,3,3
48704,"Sheshomkhe",15124,"Huhaidar",Rare Earth Ore,0,0,6,6
48704,"Sheshomkhe",15124,"Huhaidar",Agricultural Produce,0,4.02,29.9991,3
48704,"Sheshomkhe",15124,"Huhaidar",Water,3.08076,11.7616,2.93089,1.5
48704,"Sheshomkhe",15124,"Huhaidar",Iron-Nickel Ore,0,0,3,3
48704,"Sheshomkhe",15124,"Huhaidar",Platinum Group,0,0,40,40
48704,"Sheshomkhe",15124,"Huhaidar",Regolith,0,0,0.6,0.6
48704,"Sheshomkhe",15124,"Huhaidar",Stone,0.00589228,1,9.40001,1
48704,"Sheshomkhe",15124,"Huhaidar",Timber,0,15.3833,14.9998,1.5
48704,"Sheshomkhe",15124,"Huhaidar",Sand,0,0,1,1
48704,"Sheshomkhe",15124,"Huhaidar",Clay,0,0,1.20247,1.2
48704,"Sheshomkhe",15124,"Huhaidar",Peat,0,0,0.975055,1.2
48704,"Sheshomkhe",15124,"Huhaidar",Tobacco,0,0,5.30456,5.30456
48704,"Sheshomkhe",15124,"Huhaidar",Spices,0,0,5.01567,5.01567
48704,"Sheshomkhe",15124,"Huhaidar",Coffee,0,0,2.85981,2.85981
48704,"Sheshomkhe",15124,"Huhaidar",Steel,0,8.75,62.4032,8
48704,"Sheshomkhe",15124,"Huhaidar",Refined Fuel,0,0,9.99989,10
48704,"Sheshomkhe",15124,"Huhaidar",Food Rations,0,12.06,59.9983,6
48704,"Sheshomkhe",15124,"Huhaidar",Charcoal,0,6.03,39.9995,4
48704,"Sheshomkhe",15124,"Huhaidar",Iron Blooms,0,0,9,9
48704,"Sheshomkhe",15124,"Huhaidar",Trade Goods,0,0,8,8
48704,"Sheshomkhe",15124,"Huhaidar",Silicon,0,0,5,5
48704,"Sheshomkhe",15124,"Huhaidar",Refined Copper,0,0,7.5,7.5
48704,"Sheshomkhe",15124,"Huhaidar",REE Alloy,0,0,16,16
48704,"Sheshomkhe",15124,"Huhaidar",Machinery,0,0,22,22
48704,"Sheshomkhe",15124,"Huhaidar",Alloys,0,0,34,34
48704,"Sheshomkhe",15124,"Huhaidar",Electronics,0,0,29,29
48704,"Sheshomkhe",15124,"Huhaidar",Spacecraft Components,0,0,140,140
48704,"Sheshomkhe",15124,"Huhaidar",Clean Water,0,0,3,3
48704,"Sheshomkhe",15124,"Huhaidar",Consumer Goods,0,0,12,12
48704,"Sheshomkhe",15124,"Huhaidar",Medical Supplies,0,0,14,14
48704,"Sheshomkhe",15124,"Huhaidar",Ordnance,0,0,43,43
48704,"Sheshomkhe",15124,"Huhaidar",Ceramics,0,4.02,33.9995,3.4
48704,"Sheshomkhe",15124,"Huhaidar",Dressed Stone,0,3.015,28.9996,2.9
48704,"Sheshomkhe",15124,"Huhaidar",Planks,0,5.025,42.9994,4.3
48704,"Sheshomkhe",15124,"Huhaidar",Tools,0,0,25.5,25.5
48704,"Sheshomkhe",15124,"Huhaidar",Hides,0,0,5.94601,5.9452
48704,"Sheshomkhe",15124,"Huhaidar",Fibre,0,0,1.3,1.3
48704,"Sheshomkhe",15124,"Huhaidar",Leather,0,3.015,71.999,7.2
48704,"Sheshomkhe",15124,"Huhaidar",Cloth,0,5.025,36.9995,3.7
48704,"Sheshomkhe",15124,"Huhaidar",Rigging,0,0,14.5,14.5
48705,"Mekath",15124,"Huhaidar",Iron Ore,0,0,2.38324,2.5
48705,"Mekath",15124,"Huhaidar",Coal,0,0,2,2
48705,"Mekath",15124,"Huhaidar",Petroleum,0,0,3.49996,3.5
48705,"Mekath",15124,"Huhaidar",Silica,0,0,2,2
48705,"Mekath",15124,"Huhaidar",Copper Ore,0,0,3,3
48705,"Mekath",15124,"Huhaidar",Rare Earth Ore,0,0,6,6
48705,"Mekath",15124,"Huhaidar",Agricultural Produce,0,8.58,29.9992,3
48705,"Mekath",15124,"Huhaidar",Water,0.428674,12.87,8.21931,1.5
48705,"Mekath",15124,"Huhaidar",Iron-Nickel Ore,0,0,3,3
48705,"Mekath",15124,"Huhaidar",Platinum Group,0,0,40,40
48705,"Mekath",15124,"Huhaidar",Regolith,0,0,0.6,0.6
48705,"Mekath",15124,"Huhaidar",Stone,0,0,1.00206,1
48705,"Mekath",15124,"Huhaidar",Timber,0,21.45,14.9998,1.5
48705,"Mekath",15124,"Huhaidar",Sand,0,0,1,1
48705,"Mekath",15124,"Huhaidar",Clay,0,0,1.2,1.2
48705,"Mekath",15124,"Huhaidar",Peat,0,0,1.14397,1.2
48705,"Mekath",15124,"Huhaidar",Tobacco,0,0,2.81273,2.81273
48705,"Mekath",15124,"Huhaidar",Spices,0,0,3.86563,3.86563
48705,"Mekath",15124,"Huhaidar",Coffee,0,0,6.44087,6.44087
48705,"Mekath",15124,"Huhaidar",Steel,0,0,12.2362,8
48705,"Mekath",15124,"Huhaidar",Refined Fuel,0,0,9.99989,10
48705,"Mekath",15124,"Huhaidar",Food Rations,0,25.74,59.9984,6
48705,"Mekath",15124,"Huhaidar",Charcoal,0,12.87,39.9995,4
48705,"Mekath",15124,"Huhaidar",Iron Blooms,0,0,9,9
48705,"Mekath",15124,"Huhaidar",Trade Goods,0,0,8,8
48705,"Mekath",15124,"Huhaidar",Silicon,0,0,5,5
48705,"Mekath",15124,"Huhaidar",Refined Copper,0,0,7.5,7.5
48705,"Mekath",15124,"Huhaidar",REE Alloy,0,0,16,16
48705,"Mekath",15124,"Huhaidar",Machinery,0,0,22,22
48705,"Mekath",15124,"Huhaidar",Alloys,0,0,34,34
48705,"Mekath",15124,"Huhaidar",Electronics,0,0,29,29
48705,"Mekath",15124,"Huhaidar",Spacecraft Components,0,0,140,140
48705,"Mekath",15124,"Huhaidar",Clean Water,0,0,3,3
48705,"Mekath",15124,"Huhaidar",Consumer Goods,0,0,12,12
