market_id,market_label,body_name,resource,tick,price,supply,demand
30291,"Kumere","Kepler",Agricultural Produce,12,2.35629,1454.2,897.09
30291,"Kumere","Kepler",Agricultural Produce,13,2.35629,1454.2,897.092
30291,"Kumere","Kepler",Agricultural Produce,14,2.35629,1454.2,897.093
30291,"Kumere","Kepler",Agricultural Produce,15,2.35629,1454.2,897.094
30291,"Kumere","Kepler",Water,0,1.64779,375.311,537.8
30291,"Kumere","Kepler",Water,1,1.94527,223.148,498.852
30291,"Kumere","Kepler",Water,2,2.09401,195.403,436.827
30291,"Kumere","Kepler",Water,3,2.16838,184.218,411.823
30291,"Kumere","Kepler",Water,4,2.20557,179.146,400.484
30291,"Kumere","Kepler",Water,5,2.22416,176.725,395.073
30291,"Kumere","Kepler",Water,6,2.23345,175.542,392.429
30291,"Kumere","Kepler",Water,7,2.2381,174.958,391.122
30291,"Kumere","Kepler",Water,8,2.24043,174.667,390.472
30291,"Kumere","Kepler",Water,9,2.24159,174.522,390.148
30291,"Kumere","Kepler",Water,10,2.24217,174.45,389.986
30291,"Kumere","Kepler",Water,11,2.24246,174.413,389.905
30291,"Kumere","Kepler",Water,12,2.24261,174.395,389.865
30291,"Kumere","Kepler",Water,13,2.24268,174.386,389.845
30291,"Kumere","Kepler",Water,14,2.24271,174.382,389.835
30291,"Kumere","Kepler",Water,15,2.24273,174.379,389.83
30291,"Kumere","Kepler",Tobacco,0,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,1,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,2,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,3,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,4,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,5,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,6,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,7,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,8,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,9,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,10,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,11,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,12,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,13,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,14,5.08217,0,0
30291,"Kumere","Kepler",Tobacco,15,5.08217,0,0
30291,"Kumere","Kepler",Spices,0,4.47904,0,0
30291,"Kumere","Kepler",Spices,1,4.47904,0,0
30291,"Kumere","Kepler",Spices,2,4.47904,0,0
30291,"Kumere","Kepler",Spices,3,4.47904,0,0
30291,"Kumere","Kepler",Spices,4,4.47904,0,0
30291,"Kumere","Kepler",Spices,5,4.47904,0,0
30291,"Kumere","Kepler",Spices,6,4.47904,0,0
30291,"Kumere","Kepler",Spices,7,4.47904,0,0
30291,"Kumere","Kepler",Spices,8,4.47904,0,0
30291,"Kumere","Kepler",Spices,9,4.47904,0,0
30291,"Kumere","Kepler",Spices,10,4.47904,0,0
30291,"Kumere","Kepler",Spices,11,4.47904,0,0
30291,"Kumere","Kepler",Spices,12,4.47904,0,0
30291,"Kumere","Kepler",Spices,13,4.47904,0,0
30291,"Kumere","Kepler",Spices,14,4.47904,0,0
30291,"Kumere","Kepler",Spices,15,4.47904,0,0
30291,"Kumere","Kepler",Coffee,0,1.84116,0,0
30291,"Kumere","Kepler",Coffee,1,1.84116,0,0
30291,"Kumere","Kepler",Coffee,2,1.84116,0,0
30291,"Kumere","Kepler",Coffee,3,1.84116,0,0
30291,"Kumere","Kepler",Coffee,4,1.84116,0,0
30291,"Kumere","Kepler",Coffee,5,1.84116,0,0
30291,"Kumere","Kepler",Coffee,6,1.84116,0,0
30291,"Kumere","Kepler",Coffee,7,1.84116,0,0
30291,"Kumere","Kepler",Coffee,8,1.84116,0,0
30291,"Kumere","Kepler",Coffee,9,1.84116,0,0
30291,"Kumere","Kepler",Coffee,10,1.84116,0,0
30291,"Kumere","Kepler",Coffee,11,1.84116,0,0
30291,"Kumere","Kepler",Coffee,12,1.84116,0,0
30291,"Kumere","Kepler",Coffee,13,1.84116,0,0
30291,"Kumere","Kepler",Coffee,14,1.84116,0,0
30291,"Kumere","Kepler",Coffee,15,1.84116,0,0
30291,"Kumere","Kepler",Steel,0,20,26.9095,605.025
30291,"Kumere","Kepler",Steel,1,26,0,290.684
30291,"Kumere","Kepler",Steel,2,29,0,235.65
30291,"Kumere","Kepler",Steel,3,30.5,0,215.937
30291,"Kumere","Kepler",Steel,4,31.25,0,207.398
30291,"Kumere","Kepler",Steel,5,31.625,0,203.407
30291,"Kumere","Kepler",Steel,6,31.8125,0,201.475
30291,"Kumere","Kepler",Steel,7,31.9062,0,200.524
30291,"Kumere","Kepler",Steel,8,31.9531,0,200.053
30291,"Kumere","Kepler",Steel,9,31.9766,0,199.818
30291,"Kumere","Kepler",Steel,10,31.9883,0,199.701
30291,"Kumere","Kepler",Steel,11,31.9941,0,199.642
30291,"Kumere","Kepler",Steel,12,31.9971,0,199.613
30291,"Kumere","Kepler",Steel,13,31.9985,0,199.598
30291,"Kumere","Kepler",Steel,14,31.9993,0,199.591
30291,"Kumere","Kepler",Steel,15,31.9996,0,199.587
30291,"Kumere","Kepler",Refined Fuel,0,25,30.1629,537.8
30291,"Kumere","Kepler",Refined Fuel,1,32.5,0,258.386
30291,"Kumere","Kepler",Refined Fuel,2,36.25,0,209.466
30291,"Kumere","Kepler",Refined Fuel,3,38.125,0,191.944
30291,"Kumere","Kepler",Refined Fuel,4,39.0625,0,184.354
30291,"Kumere","Kepler",Refined Fuel,5,39.5312,0,180.806
30291,"Kumere","Kepler",Refined Fuel,6,39.7656,0,179.089
30291,"Kumere","Kepler",Refined Fuel,7,39.8828,0,178.244
30291,"Kumere","Kepler",Refined Fuel,8,39.9414,0,177.825
30291,"Kumere","Kepler",Refined Fuel,9,39.9707,0,177.616
30291,"Kumere","Kepler",Refined Fuel,10,39.9854,0,177.512
30291,"Kumere","Kepler",Refined Fuel,11,39.9927,0,177.46
30291,"Kumere","Kepler",Refined Fuel,12,39.9963,0,177.434
30291,"Kumere","Kepler",Refined Fuel,13,39.9982,0,177.421
30291,"Kumere","Kepler",Refined Fuel,14,39.9991,0,177.414
30291,"Kumere","Kepler",Refined Fuel,15,39.9995,0,177.411
30291,"Kumere","Kepler",Food Rations,0,15,30.5524,941.15
30291,"Kumere","Kepler",Food Rations,1,19.5,0,452.175
30291,"Kumere","Kepler",Food Rations,2,21.75,0,366.566
30291,"Kumere","Kepler",Food Rations,3,22.875,0,335.902
30291,"Kumere","Kepler",Food Rations,4,23.4375,0,322.62
30291,"Kumere","Kepler",Food Rations,5,23.7188,0,316.41
30291,"Kumere","Kepler",Food Rations,6,23.8594,0,313.405
30291,"Kumere","Kepler",Food Rations,7,23.9297,0,311.927
30291,"Kumere","Kepler",Food Rations,8,23.9648,0,311.193
30291,"Kumere","Kepler",Food Rations,9,23.9824,0,310.828
30291,"Kumere","Kepler",Food Rations,10,23.9912,0,310.646
30291,"Kumere","Kepler",Food Rations,11,23.9956,0,310.555
30291,"Kumere","Kepler",Food Rations,12,23.9978,0,310.509
30291,"Kumere","Kepler",Food Rations,13,23.9989,0,310.486
30291,"Kumere","Kepler",Food Rations,14,23.9995,0,310.475
30291,"Kumere","Kepler",Food Rations,15,23.9997,0,310.469
30292,"New WaeVaillham","Kepler",Iron Ore,0,1.77346,302.946,53.1271
30292,"New WaeVaillham","Kepler",Iron Ore,1,2.20435,62.9293,69.9215
30292,"New WaeVaillham","Kepler",Iron Ore,2,2.41979,52.8794,58.7549
30292,"New WaeVaillham","Kepler",Iron Ore,3,2.52751,49.0782,54.5313
30292,"New WaeVaillham","Kepler",Iron Ore,4,2.58137,47.3976,52.664
30292,"New WaeVaillham","Kepler",Iron Ore,5,2.6083,46.7467,51.7831
30292,"New WaeVaillham","Kepler",Iron Ore,6,2.62177,46.6223,51.3549
30292,"New WaeVaillham","Kepler",Iron Ore,7,2.6285,46.1805,51.1438
30292,"New WaeVaillham","Kepler",Iron Ore,8,2.63187,46.724,51.039
30292,"New WaeVaillham","Kepler",Iron Ore,9,2.63355,45.888,50.9867
30292,"New WaeVaillham","Kepler",Iron Ore,10,2.63439,47.0561,50.9606
30292,"New WaeVaillham","Kepler",Iron Ore,11,2.63481,45.8529,50.9476
30292,"New WaeVaillham","Kepler",Iron Ore,12,2.63502,47.0637,50.9411
30292,"New WaeVaillham","Kepler",Iron Ore,13,2.63513,45.8441,50.9379
30292,"New WaeVaillham","Kepler",Iron Ore,14,2.63518,47.0655,50.9362
30292,"New WaeVaillham","Kepler",Iron Ore,15,2.6352,45.8419,50.9354
30292,"New WaeVaillham","Kepler",Petroleum,0,2.49889,248.66,45.5375
30292,"New WaeVaillham","Kepler",Petroleum,1,3.09411,53.6621,59.6246
30292,"New WaeVaillham","Kepler",Petroleum,2,3.39172,45.2312,50.2568
30292,"New WaeVaillham","Kepler",Petroleum,3,3.54052,42.0272,46.6969
30292,"New WaeVaillham","Kepler",Petroleum,4,3.61492,40.6081,45.1201
30292,"New WaeVaillham","Kepler",Petroleum,5,3.65212,39.9381,44.3756
30292,"New WaeVaillham","Kepler",Petroleum,6,3.67072,39.6123,44.0136
30292,"New WaeVaillham","Kepler",Petroleum,7,3.68002,39.4516,43.8351
30292,"New WaeVaillham","Kepler",Petroleum,8,3.68467,39.3718,43.7465
30292,"New WaeVaillham","Kepler",Petroleum,9,3.687,39.3321,43.7023
30292,"New WaeVaillham","Kepler",Petroleum,10,3.68816,39.3122,43.6803
30292,"New WaeVaillham","Kepler",Petroleum,11,3.68874,39.3023,43.6692
30292,"New WaeVaillham","Kepler",Petroleum,12,3.68903,39.2974,43.6637
30292,"New WaeVaillham","Kepler",Petroleum,13,3.68918,39.2949,43.661
30292,"New WaeVaillham","Kepler",Petroleum,14,3.68925,39.2937,43.6596
30292,"New WaeVaillham","Kepler",Petroleum,15,3.68929,39.293,43.6589
30292,"New WaeVaillham","Kepler",Agricultural Produce,0,1.875,1384.25,83.4854
30292,"New WaeVaillham","Kepler",Agricultural Produce,1,1.40859,1232.77,121.592
30292,"New WaeVaillham","Kepler",Agricultural Produce,2,1.22656,1260.91,152.855
30292,"New WaeVaillham","Kepler",Agricultural Produce,3,1.16177,1277.01,170.749
30292,"New WaeVaillham","Kepler",Agricultural Produce,4,1.13993,1283.83,178.324
30292,"New WaeVaillham","Kepler",Agricultural Produce,5,1.13273,1286.29,181.053
30292,"New WaeVaillham","Kepler",Agricultural Produce,6,1.13037,1287.11,181.973
30292,"New WaeVaillham","Kepler",Agricultural Produce,7,1.12961,1287.39,182.276
30292,"New WaeVaillham","Kepler",Agricultural Produce,8,1.12936,1287.48,182.375
30292,"New WaeVaillham","Kepler",Agricultural Produce,9,1.12927,1287.5,182.408
30292,"New WaeVaillham","Kepler",Agricultural Produce,10,1.12925,1287.51,182.418
30292,"New WaeVaillham","Kepler",Agricultural Produce,11,1.12924,1287.52,182.422
30292,"New WaeVaillham","Kepler",Agricultural Produce,12,1.12924,1287.52,182.423
30292,"New WaeVaillham","Kepler",Agricultural Produce,13,1.12924,1287.52,182.423
30292,"New WaeVaillham","Kepler",Agricultural Produce,14,1.12924,1287.52,182.423
30292,"New WaeVaillham","Kepler",Agricultural Produce,15,1.12924,1287.52,182.423
30292,"New WaeVaillham","Kepler",Water,0,1.11194,260.703,60.7167
30292,"New WaeVaillham","Kepler",Water,1,1.34654,69.4316,77.1462
30292,"New WaeVaillham","Kepler",Water,2,1.46384,59.5727,66.1919
30292,"New WaeVaillham","Kepler",Water,3,1.52249,55.7222,61.9136
30292,"New WaeVaillham","Kepler",Water,4,1.55181,53.9983,59.9981
30292,"New WaeVaillham","Kepler",Water,5,1.56648,53.1804,59.0893
30292,"New WaeVaillham","Kepler",Water,6,1.57381,52.7818,58.6465
30292,"New WaeVaillham","Kepler",Water,7,1.57747,52.585,58.4278
30292,"New WaeVaillham","Kepler",Water,8,1.57931,52.4873,58.3192
30292,"New WaeVaillham","Kepler",Water,9,1.58022,52.4385,58.265
30292,"New WaeVaillham","Kepler",Water,10,1.58068,52.4142,58.238
30292,"New WaeVaillham","Kepler",Water,11,1.58091,52.402,58.2245
30292,"New WaeVaillham","Kepler",Water,12,1.58102,52.396,58.2177
30292,"New WaeVaillham","Kepler",Water,13,1.58108,52.3929,58.2144
30292,"New WaeVaillham","Kepler",Water,14,1.58111,52.3914,58.2127
30292,"New WaeVaillham","Kepler",Water,15,1.58112,52.3906,58.2118
30292,"New WaeVaillham","Kepler",Tobacco,0,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,1,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,2,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,3,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,4,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,5,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,6,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,7,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,8,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,9,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,10,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,11,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,12,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,13,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,14,4.00845,0,0
30292,"New WaeVaillham","Kepler",Tobacco,15,4.00845,0,0
30292,"New WaeVaillham","Kepler",Spices,0,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,1,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,2,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,3,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,4,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,5,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,6,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,7,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,8,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,9,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,10,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,11,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,12,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,13,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,14,3.8759,0,0
30292,"New WaeVaillham","Kepler",Spices,15,3.8759,0,0
30292,"New WaeVaillham","Kepler",Coffee,0,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,1,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,2,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,3,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,4,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,5,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,6,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,7,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,8,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,9,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,10,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,11,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,12,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,13,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,14,8.59188,0,0
30292,"New WaeVaillham","Kepler",Coffee,15,8.59188,0,0
30292,"New WaeVaillham","Kepler",Steel,0,6.56612,165.969,68.3063
30292,"New WaeVaillham","Kepler",Steel,1,19.2831,0,79.9992
30292,"New WaeVaillham","Kepler",Steel,2,25.6415,0,33.7903
30292,"New WaeVaillham","Kepler",Steel,3,28.8208,0,26.9016
30292,"New WaeVaillham","Kepler",Steel,4,30.4104,0,24.5001
30292,"New WaeVaillham","Kepler",Steel,5,31.2052,0,23.4701
30292,"New WaeVaillham","Kepler",Steel,6,31.6026,0,22.9906
30292,"New WaeVaillham","Kepler",Steel,7,31.8013,0,22.7591
30292,"New WaeVaillham","Kepler",Steel,8,31.9007,0,22.6452
30292,"New WaeVaillham","Kepler",Steel,9,31.9503,0,22.5888
30292,"New WaeVaillham","Kepler",Steel,10,31.9752,0,22.5607
30292,"New WaeVaillham","Kepler",Steel,11,31.9876,0,22.5467
30292,"New WaeVaillham","Kepler",Steel,12,31.9938,0,22.5397
30292,"New WaeVaillham","Kepler",Steel,13,31.9969,0,22.5362
30292,"New WaeVaillham","Kepler",Steel,14,31.9984,0,22.5344
30292,"New WaeVaillham","Kepler",Steel,15,31.9992,0,22.5335
30292,"New WaeVaillham","Kepler",Refined Fuel,0,8.34243,135.87,60.7167
30292,"New WaeVaillham","Kepler",Refined Fuel,1,24.1712,0,70.1898
30292,"New WaeVaillham","Kepler",Refined Fuel,2,32.0856,0,29.9688
30292,"New WaeVaillham","Kepler",Refined Fuel,3,36.0428,0,23.8924
30292,"New WaeVaillham","Kepler",Refined Fuel,4,38.0214,0,21.7697
30292,"New WaeVaillham","Kepler",Refined Fuel,5,39.0107,0,20.8586
30292,"New WaeVaillham","Kepler",Refined Fuel,6,39.5053,0,20.4344
30292,"New WaeVaillham","Kepler",Refined Fuel,7,39.7527,0,20.2294
30292,"New WaeVaillham","Kepler",Refined Fuel,8,39.8763,0,20.1287
30292,"New WaeVaillham","Kepler",Refined Fuel,9,39.9382,0,20.0787
30292,"New WaeVaillham","Kepler",Refined Fuel,10,39.9691,0,20.0538
30292,"New WaeVaillham","Kepler",Refined Fuel,11,39.9845,0,20.0414
30292,"New WaeVaillham","Kepler",Refined Fuel,12,39.9923,0,20.0352
30292,"New WaeVaillham","Kepler",Refined Fuel,13,39.9961,0,20.0321
30292,"New WaeVaillham","Kepler",Refined Fuel,14,39.9981,0,20.0306
30292,"New WaeVaillham","Kepler",Refined Fuel,15,39.999,0,20.0298
30292,"New WaeVaillham","Kepler",Food Rations,0,5.83951,118.605,106.254
30292,"New WaeVaillham","Kepler",Food Rations,1,14.9198,0,108.584
30292,"New WaeVaillham","Kepler",Food Rations,2,19.4599,0,51.2693
30292,"New WaeVaillham","Kepler",Food Rations,3,21.7299,0,41.4529
30292,"New WaeVaillham","Kepler",Food Rations,4,22.865,0,37.9507
30292,"New WaeVaillham","Kepler",Food Rations,5,23.4325,0,36.436
30292,"New WaeVaillham","Kepler",Food Rations,6,23.7162,0,35.7283
30292,"New WaeVaillham","Kepler",Food Rations,7,23.8581,0,35.3859
30292,"New WaeVaillham","Kepler",Food Rations,8,23.9291,0,35.2175
30292,"New WaeVaillham","Kepler",Food Rations,9,23.9645,0,35.1339
30292,"New WaeVaillham","Kepler",Food Rations,10,23.9823,0,35.0923
30292,"New WaeVaillham","Kepler",Food Rations,11,23.9911,0,35.0715
30292,"New WaeVaillham","Kepler",Food Rations,12,23.9956,0,35.0612
30292,"New WaeVaillham","Kepler",Food Rations,13,23.9978,0,35.056
30292,"New WaeVaillham","Kepler",Food Rations,14,23.9989,0,35.0534
30292,"New WaeVaillham","Kepler",Food Rations,15,23.9994,0,35.0521
30293,"Humcross","Kepler",Iron Ore,0,1.95219,168.353,53.1271
30293,"Humcross","Kepler",Iron Ore,1,2.5484,58.2763,92.2031
30293,"Humcross","Kepler",Iron Ore,2,2.94692,47.0865,84.3183
30293,"Humcross","Kepler",Iron Ore,3,3.18485,41.9195,78.5772
30293,"Humcross","Kepler",Iron Ore,4,3.32601,39.3948,75.772
30293,"Humcross","Kepler",Iron Ore,5,3.40947,38.0515,74.2794
30293,"Humcross","Kepler",Iron Ore,6,3.45871,37.3045,73.4495
30293,"Humcross","Kepler",Iron Ore,7,3.48773,36.879,72.9767
30293,"Humcross","Kepler",Iron Ore,8,3.50483,36.6333,72.7037
30293,"Humcross","Kepler",Iron Ore,9,3.5149,36.4903,72.5447
30293,"Humcross","Kepler",Iron Ore,10,3.52082,36.4066,72.4518
30293,"Humcross","Kepler",Iron Ore,11,3.52431,36.3576,72.3973
30293,"Humcross","Kepler",Iron Ore,12,3.52636,36.3288,72.3653
30293,"Humcross","Kepler",Iron Ore,13,3.52757,36.3119,72.3465
30293,"Humcross","Kepler",Iron Ore,14,3.52828,36.3019,72.3355
30293,"Humcross","Kepler",Iron Ore,15,3.5287,36.2961,72.329
30293,"Humcross","Kepler",Petroleum,0,2.59873,193.602,45.5375
30293,"Humcross","Kepler",Petroleum,1,3.14402,52.0065,57.785
30293,"Humcross","Kepler",Petroleum,2,3.41667,44.6557,49.6175
30293,"Humcross","Kepler",Petroleum,3,3.553,41.7814,46.4238
30293,"Humcross","Kepler",Petroleum,4,3.62116,40.4939,44.9933
30293,"Humcross","Kepler",Petroleum,5,3.65524,39.883,44.3144
30293,"Humcross","Kepler",Petroleum,6,3.67228,39.5852,43.9836
30293,"Humcross","Kepler",Petroleum,7,3.6808,39.4382,43.8202
30293,"Humcross","Kepler",Petroleum,8,3.68506,39.3652,43.7391
30293,"Humcross","Kepler",Petroleum,9,3.68719,39.3288,43.6986
30293,"Humcross","Kepler",Petroleum,10,3.68826,39.3106,43.6784
30293,"Humcross","Kepler",Petroleum,11,3.68879,39.3015,43.6683
30293,"Humcross","Kepler",Petroleum,12,3.68906,39.297,43.6633
30293,"Humcross","Kepler",Petroleum,13,3.68919,39.2947,43.6608
30293,"Humcross","Kepler",Petroleum,14,3.68926,39.2935,43.6595
30293,"Humcross","Kepler",Petroleum,15,3.68929,39.293,43.6589
30293,"Humcross","Kepler",Agricultural Produce,0,2.40308,230.324,83.4854
30293,"Humcross","Kepler",Agricultural Produce,1,2.78268,89.7295,99.6995
30293,"Humcross","Kepler",Agricultural Produce,2,2.97248,79.7957,88.6619
30293,"Humcross","Kepler",Agricultural Produce,3,3.06738,75.6929,84.1032
30293,"Humcross","Kepler",Agricultural Produce,4,3.11483,73.8136,82.0151
30293,"Humcross","Kepler",Agricultural Produce,5,3.13855,72.9127,81.0141
30293,"Humcross","Kepler",Agricultural Produce,6,3.15042,72.4714,80.5238
30293,"Humcross","Kepler",Agricultural Produce,7,3.15635,72.253,80.2811
30293,"Humcross","Kepler",Agricultural Produce,8,3.15931,72.1444,80.1604
30293,"Humcross","Kepler",Agricultural Produce,9,3.16079,72.0902,80.1002
30293,"Humcross","Kepler",Agricultural Produce,10,3.16154,72.0631,80.0701
30293,"Humcross","Kepler",Agricultural Produce,11,3.16191,72.0496,80.0551
30293,"Humcross","Kepler",Agricultural Produce,12,3.16209,72.0429,80.0476
30293,"Humcross","Kepler",Agricultural Produce,13,3.16218,72.0395,80.0439
30293,"Humcross","Kepler",Agricultural Produce,14,3.16223,72.0378,80.042
30293,"Humcross","Kepler",Agricultural Produce,15,3.16225,72.0369,80.041
30293,"Humcross","Kepler",Water,0,1.21766,156.16,60.7167
30293,"Humcross","Kepler",Water,1,1.3994,64.5658,71.7398
30293,"Humcross","Kepler",Water,2,1.49027,57.7657,64.1841
30293,"Humcross","Kepler",Water,3,1.5357,54.9303,61.0336
30293,"Humcross","Kepler",Water,4,1.55842,53.6263,59.5847
30293,"Humcross","Kepler",Water,5,1.56978,53,58.8888
30293,"Humcross","Kepler",Water,6,1.57546,52.6929,58.5477
30293,"Humcross","Kepler",Water,7,1.5783,52.5409,58.3788
30293,"Humcross","Kepler",Water,8,1.57972,52.4653,58.2948
30293,"Humcross","Kepler",Water,9,1.58043,52.4276,58.2528
30293,"Humcross","Kepler",Water,10,1.58078,52.4087,58.2319
30293,"Humcross","Kepler",Water,11,1.58096,52.3993,58.2214
30293,"Humcross","Kepler",Water,12,1.58105,52.3946,58.2162
30293,"Humcross","Kepler",Water,13,1.58109,52.3922,58.2136
30293,"Humcross","Kepler",Water,14,1.58112,52.3911,58.2123
30293,"Humcross","Kepler",Water,15,1.58113,52.3905,58.2116
30293,"Humcross","Kepler",Tobacco,0,2.45357,0,0
30293,"Humcross","Kepler",Tobacco,1,2.45357,0,0
30293,"Humcross","Kepler",Tobacco,2,2.45357,0,0
30293,"Humcross","Kepler",Tobacco,3,2.45357,0,0
30293,"Humcross","Kepler",Tobacco,4,2.45357,0,0
30293,"Humcross","Kepler",Tobacco,5,2.45357,0,0
30293,"Humcross","Kepler",Tobacco,6,2.45357,0,0
